Station,Polymer,Depth_label,Timepoint,co2_average,co2_stdev,mean_delta_13C,sd_delta_13c,F_13C,CO2_mmol,atom_perct_13C
st04,PP,D10,t1,55.77,0.970721381241808,170.779,125.03414464857188,0.012919738444349666,0.05577,1.2919738444349667
st04,PP,D10,t3,63.825,1.8007723343054787,164.174,37.647141976516615,0.012847787625188244,0.063825,1.2847787625188245
st04,PP,D10,t2,57.015,2.3952684609454513,115.17933333333333,6.596206814020714,0.012313742110492949,0.057015,1.231374211049295
st04,background,-,t2,63.129,1.3556979752142466,0.56033333333333335,0.3047561867023102,0.011062126514958082,0.063129,1.1062126514958082
st11,background,-,t2,61.98,4.46154367904204,49.309999999999995,85.19653304565861,0.011594850179758495,0.06197999999999999,1.1594850179758496
st11,PP,D01,t1,62.283,2.287741462665743,132.547,48.34799548068151,0.012503117068723946,0.062283,1.2503117068723946
st11,PP,D02,t1,67.674,2.6119285977989564,135.64566666666667,57.56413092658772,0.012536896925270184,0.06767400000000001,1.2536896925270185
st11,PP,D01,t2,63.525,0.622910105874037,274.19033333333334,6.481575142921156,0.01404487202156403,0.063525,1.404487202156403
st11,PP,D02,t2,61.62,0.4284541982522752,281.27866666666665,4.80369965061651,0.01412190041355442,0.061619999999999994,1.412190041355442
st11,PP,D01,t3,48.624651,32.389906795160805,NA,NA,NA,0.048624651,NA
st11,PP,D02,t3,63.045,2.5646210246350227,350.54633333333334,4.474949869365387,0.014873994011296313,0.063045,1.4873994011296312
-,-,-,-,1.188,NA,NA,NA,NA,0.001188,NA
st04,PE,-,t0,62.3592,2.193447902276233,301.1814,13.566062004133713,0.01433811761174482,0.062359200000000004,1.433811761174482
st04,PE,D03,t1,62.418,2.0140772080533607,140.91633333333334,1.5160311122577101,0.012594349350516447,0.062418,1.2594349350516447
st04,PE,D03,t2,63.444,0.9068290908434711,155.488,20.617310008825104,0.012753151699559038,0.063444,1.2753151699559038
st04,background,-,t3,68.832,10.47969135995903,0.3413333333333333,0.5456577071143899,0.011059732044322984,0.06883199999999999,1.1059732044322983
st11,background,-,t3,64.785,0.8051018569100443,1.072,2.350363163428154,0.011067720857018229,0.064785,1.1067720857018228
st11,PE,-,t0,60.321,1.6459012728593392,149.799,1.0998213491290285,0.012691158929036155,0.060321,1.2691158929036155
st11,PE,D01,t1,63.702,1.278760337201617,214.62533333333334,106.39169246390122,0.013397107719435714,0.063702,1.3397107719435715
st11,PE,D02,t1,61.701,1.4632498077908649,152.663,2.3205479956251813,0.012722368778008518,0.061701,1.272236877800852
st11,PE,D01,t2,65.604,1.7400827566526869,292.8536666666667,12.135706420861258,0.014247659208183319,0.065604,1.4247659208183319
st11,PE,D02,t2,63.123000000000005,2.63374714048255,282.6963333333333,3.0453345191182533,0.014137304647680574,0.063123,1.4137304647680573
st11,PE,D01,t3,62.394,1.6230055452770307,361.01966666666664,5.44726668461656,0.014987611381492773,0.062394,1.4987611381492774
st11,PE,D02,t3,63.846000000000004,1.7954718042898956,358.07166666666666,7.560812147734737,0.014955633381824733,0.063846,1.4955633381824733
st04,PE,D03,t3,62.094,0.5706548869500715,221.00333333333333,15.722057573146506,0.013466508613098557,0.062094,1.3466508613098556
st04,PE,D10,t1,60.456,1.8849002626133833,164.9286666666667,13.966680361966239,0.012856009031787734,0.060456,1.2856009031787734
st04,PE,D10,t2,61.851,0.9612039325762223,273.4463333333333,5.197316358788777,0.014036786330805736,0.061850999999999996,1.4036786330805735
st04,PE,D10,t3,61.905,3.6271823775487206,319.3856666666667,7.132539893567607,0.014535800160724534,0.061905,1.4535800160724535
st04,PE,D09,t1,65.06700000000001,1.1208282651682222,162.54433333333333,10.548716004013638,0.012830033422653854,0.06506700000000001,1.2830033422653855
st04,PE,D09,t2,65.892,6.042857188449847,260.7076666666667,73.49876386262108,0.013898323657448476,0.06589199999999999,1.3898323657448477
st04,PE,D09,t3,65.06099999999999,4.294452584439602,216.92566666666667,13.626968750728581,0.013422139448672012,0.065061,1.3422139448672012
st04,PE,D08,t1,63.387,0.27238942710758635,0.25433333333333336,0.1852088910752757,0.011058780813044341,0.063387,1.105878081304434
st04,PE,D08,t2,60.543,1.9065772997704555,214.52433333333332,1.312038998404137,0.01339600863019544,0.060543,1.339600863019544
st04,PE,D08,t3,61.236,0.8958052243652096,241.807,2.367521700006146,0.013692811580421266,0.061236,1.3692811580421265
st04,PE,D07,t1,64.176,3.4336189363410696,233.5593333333333,47.04517905517346,0.01360310561486035,0.064176,1.360310561486035
st04,PE,D07,t2,62.268,0.9068290908434739,NA,NA,NA,0.062268000000000004,NA
st04,PE,D07,t3,61.731,1.4591939555795852,NA,NA,NA,0.061731,NA
